906000375087	2013	CF	"WORLD BANK"	IDA	"CF-Health System Support Project"	"CF-HEALTH SYSTEM SUPPORT PROJECT"	
906000375093	2013	TD	"WORLD BANK"	IDA	"Agriculture Production Support Project"	"AGRICULTURE PRODUCTION SUPPORT PROJECT"	
906000375129	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000375137	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000375140	2013	CD	"WORLD BANK"	IDA	"DRC - Agriculture Rehabilitation and Recovery Support"	"DRC - AGRICULTURE REHABILITATION AND RECOVERY SUPPORT"	
906000375148	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Urban Infrastructure Rehabilitation & Maintenance"	"CAR - EMERGENCY URBAN INFRASTRUCTURE REHABILITATION & MAINTENANCE"	
906000375161	2013	ET	"WORLD BANK"	IDA	"Pastoral Community Development Project II"	"PASTORAL COMMUNITY DEVELOPMENT PROJECT II"	
906000375179	2013	ET	"WORLD BANK"	IDA	"Urban Water Supply and Sanitation Project"	"URBAN WATER SUPPLY AND SANITATION PROJECT"	
906000375191	2013	ET	"WORLD BANK"	IDA	"Pastoral Community Development Project II"	"PASTORAL COMMUNITY DEVELOPMENT PROJECT II"	
906000375203	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000375209	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit Project (03)"	"STRUCTURAL ADJUSTMENT CREDIT PROJECT (03)"	
906000375212	2013	TD	"WORLD BANK"	IDA	"Public Financial Management Capacity Building"	"PUBLIC FINANCIAL MANAGEMENT CAPACITY BUILDING"	
906000375258	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000375273	2013	CD	"WORLD BANK"	IDA	"DRC  Health Sector Rehabilitation Support Project"	"DRC HEALTH SECTOR REHABILITATION SUPPORT PROJECT"	
906000375282	2013	CF	"WORLD BANK"	IDA	"CF-Health System Support Project"	"CF-HEALTH SYSTEM SUPPORT PROJECT"	
906000375291	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit Project (02)"	"STRUCTURAL ADJUSTMENT CREDIT PROJECT (02)"	
906000375311	2013	CI	"WORLD BANK"	IDA	"Governance and Institutional Dev."	"GOVERNANCE AND INSTITUTIONAL DEV."	
906000375326	2013	BI	"WORLD BANK"	IDA	"Regional Communications Infrastructure Project"	"REGIONAL COMMUNICATIONS INFRASTRUCTURE PROJECT"	
906000375344	2013	TD	"WORLD BANK"	IDA	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	
906000375341	2013	TD	"WORLD BANK"	IDA	"Petroleum and Power Engineering Project"	"PETROLEUM AND POWER ENGINEERING PROJECT"	
906000375338	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000375353	2013	TD	"WORLD BANK"	IDA	"Urban Development Project"	"URBAN DEVELOPMENT PROJECT"	
906000375380	2013	ET	"WORLD BANK"	IDA	"ET-ICT Assisted Dev SIM (FY05)"	"ET-ICT ASSISTED DEV SIM (FY05)"	
906000375387	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000375408	2013	TD	"WORLD BANK"	IDA	"Chad Fifth Structural Adjustment Credit"	"CHAD FIFTH STRUCTURAL ADJUSTMENT CREDIT"	
906000375414	2013	TD	"WORLD BANK"	IDA	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	
906000375417	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000375441	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000375471	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit (04) Project"	"STRUCTURAL ADJUSTMENT CREDIT (04) PROJECT"	
906000375486	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit Project (03)"	"STRUCTURAL ADJUSTMENT CREDIT PROJECT (03)"	
906000375494	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000375500	2013	CF	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Project"	"MULTISECTORAL HIV/AIDS PROJECT"	
906000375537	2013	TD	"WORLD BANK"	IDA	"Agricultural Services and Producer Organizations Project"	"AGRICULTURAL SERVICES AND PRODUCER ORGANIZATIONS PROJECT"	
906000375541	2013	TD	"WORLD BANK"	IDA	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	
906000375552	2013	CF	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000375549	2013	TD	"WORLD BANK"	IDA	"Agriculture Production Support Project"	"AGRICULTURE PRODUCTION SUPPORT PROJECT"	
906000375568	2013	ET	"WORLD BANK"	IDA	"ET: Agricultural Growth Program"	"ET: AGRICULTURAL GROWTH PROGRAM"	
906000375574	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000375589	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000375604	2013	CI	"WORLD BANK"	IDA	"Emergency Post-Conflict Assistance Project"	"EMERGENCY POST-CONFLICT ASSISTANCE PROJECT"	
906000375615	2013	TD	"WORLD BANK"	IDA	"Second Population and AIDS Project"	"SECOND POPULATION AND AIDS PROJECT"	
906000375638	2013	CI	"WORLD BANK"	IDA	"RCI- Emergency Urban Infrastructure (FY08)"	"RCI- EMERGENCY URBAN INFRASTRUCTURE (FY08)"	
906000375652	2013	CI	"WORLD BANK"	IDA	"RCI- Emergency Urban Infrastructure (FY08)"	"RCI- EMERGENCY URBAN INFRASTRUCTURE (FY08)"	
906000375655	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000375663	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit (04) Project"	"STRUCTURAL ADJUSTMENT CREDIT (04) PROJECT"	
906000375669	2013	CF	"WORLD BANK"	IDA	"CAR-Agro-Pastoral Recovery Project"	"CAR-AGRO-PASTORAL RECOVERY PROJECT"	
906000375680	2013	TD	"WORLD BANK"	IDA	"BASIC EDUCATION V"	"BASIC EDUCATION V"	"The Government of Chad has developed an education-training-employment (ETE) strategy for 1990-2000: this project will support its implementation between 1994 and 1998. The central project objective is to improve the access, quality and efficiency of primary education, primarily in rural areas and nationwide for girls. To this end, the project will support a national development program for primary education designed to achieve the following targets for 1998: raising overall primary enrollment ratio from 59% in 1990 to 65% and the share of female enrollment from 31% to 36%, and reducing the average repetition rate from 30% to 20%. Secondary objectives are to promote a more efficient resource use in the education sector. To achieve these objectives and to help finance recurrent costs entailed by project investments, the project will support policy measures to: (a) increase public expenditures on primary education; (b) increase efficiency in the use of primary school teachers and classrooms; (c) promote girls' participation in primary education; and (d) encourage private initiatives in the provision of education. Within the framework of the policy measures, the project will finance investments designed to: (i) improve the access and quality of primary education nationwide; (ii) support a pilot school improvement program for primary education in three regions; and (iii) strengthen critical sectoral institutions."
906000375712	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit Project (01)"	"STRUCTURAL ADJUSTMENT CREDIT PROJECT (01)"	
906000375709	2013	TD	"WORLD BANK"	IDA	"Cotton Program Project"	"COTTON PROGRAM PROJECT"	
906000375756	2013	BI	"WORLD BANK"	IDA	"Economic Management Support Project"	"ECONOMIC MANAGEMENT SUPPORT PROJECT"	
906000375774	2013	CD	"WORLD BANK"	IDA	"DRC  Health Sector Rehabilitation Support Project"	"DRC HEALTH SECTOR REHABILITATION SUPPORT PROJECT"	
906000375793	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Urban Infrastructure Rehabilitation & Maintenance"	"CAR - EMERGENCY URBAN INFRASTRUCTURE REHABILITATION & MAINTENANCE"	
906000375821	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000375830	2013	TD	"WORLD BANK"	IDA	"Chad Fifth Structural Adjustment Credit"	"CHAD FIFTH STRUCTURAL ADJUSTMENT CREDIT"	
906000375876	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000375887	2013	CD	"WORLD BANK"	IDA	"DRC  Health Sector Rehabilitation Support Project"	"DRC HEALTH SECTOR REHABILITATION SUPPORT PROJECT"	
906000375913	2013	TD	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000375926	2013	TD	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000375932	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000375941	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000375944	2013	TD	"WORLD BANK"	IDA	"Agriculture Production Support Project"	"AGRICULTURE PRODUCTION SUPPORT PROJECT"	
906000376036	2013	TD	"WORLD BANK"	IDA	"Second Population and AIDS Project"	"SECOND POPULATION AND AIDS PROJECT"	
906000376051	2013	TD	"WORLD BANK"	IDA	"Petroleum and Power Engineering Project"	"PETROLEUM AND POWER ENGINEERING PROJECT"	
906000376068	2013	TD	"WORLD BANK"	IDA	"Africa Emergency Locust Project"	"AFRICA EMERGENCY LOCUST PROJECT"	
906000376070	2013	TD	"WORLD BANK"	IDA	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	"CRITICAL ELECTRICITY AND WATER SERVICES REHABILITATION PROJECT"	
906000376078	2013	TD	"WORLD BANK"	IDA	"Chad: Institutional Reform Support Credit"	"CHAD: INSTITUTIONAL REFORM SUPPORT CREDIT"	
906000376073	2013	TD	"WORLD BANK"	IDA	"Chad: Institutional Reform Support Credit"	"CHAD: INSTITUTIONAL REFORM SUPPORT CREDIT"	
906000376137	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000376159	2013	CI	"WORLD BANK"	IDA	"Emergency Youth Employment and Skills Development Project"	"EMERGENCY YOUTH EMPLOYMENT AND SKILLS DEVELOPMENT PROJECT"	
906000376222	2013	BI	"WORLD BANK"	IDA	"Health Sector Development Support"	"HEALTH SECTOR DEVELOPMENT SUPPORT"	
906000376228	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit (04) Project"	"STRUCTURAL ADJUSTMENT CREDIT (04) PROJECT"	
906000376266	2013	BI	"WORLD BANK"	IDA	"Emergency Demobilization and Transitional Reintegration Project"	"EMERGENCY DEMOBILIZATION AND TRANSITIONAL REINTEGRATION PROJECT"	
906000376275	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000376278	2013	CF	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000376301	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000376337	2013	BI	"WORLD BANK"	IDA	"Burundi Sixth Economic Reform Support Grant - First Operation in the series of 3"	"BURUNDI SIXTH ECONOMIC REFORM SUPPORT GRANT - FIRST OPERATION IN THE SERIES OF 3"	
906000376340	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Urban Infrastructure Rehabilitation & Maintenance"	"CAR - EMERGENCY URBAN INFRASTRUCTURE REHABILITATION & MAINTENANCE"	
906000376346	2013	TD	"WORLD BANK"	IDA	"Agricultural and Livestock Services Project"	"AGRICULTURAL AND LIVESTOCK SERVICES PROJECT"	"The Agricultural and Livestock Services Project is the first phase in a six-year plan, which aims to increase agricultural productivity in an environmentally sustainable manner, to improve producers' incomes, and to rationalize the use of public resources in support of rural services. The specific objectives of the project are to: 1) reshape extension into an effective service addressing farmer's needs for improved crop and livestock production as well as for natural resources management; 2) strengthen linkages between extension and research focusing on participatory and adaptive research; and 3) strengthen and build up producer's organizations. The components of the project are as follows: 1) extension service activities which will progressively cover the country's fourteen 'prefectures', for crop and livestock production, and natural resource management; 2) the establishment of a minimum research capacity, through collaboration among researchers, producers and extension agents, to develop, test and promote improved production practices and technologies; and 3) the enhancement of the capacity of producers' organizations, through training and technical assistance, to carry out group activities such as crop and produce marketing, management and distribution of farm inputs, maintenance of agricultural equipment and basic animal health care."
906000376359	2013	TD	"WORLD BANK"	IDA	"Agricultural Services and Producer Organizations Project"	"AGRICULTURAL SERVICES AND PRODUCER ORGANIZATIONS PROJECT"	
906000376381	2013	BI	"WORLD BANK"	IDA	"Economic Management Support Project"	"ECONOMIC MANAGEMENT SUPPORT PROJECT"	
906000376424	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit Project (01)"	"STRUCTURAL ADJUSTMENT CREDIT PROJECT (01)"	
906000376455	2013	TD	"WORLD BANK"	IDA	"Economic Recovery Credit Project"	"ECONOMIC RECOVERY CREDIT PROJECT"	
906000376545	2013	TD	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000376589	2013	CD	"WORLD BANK"	IDA	"DRC - Agriculture Rehabilitation and Recovery Support"	"DRC - AGRICULTURE REHABILITATION AND RECOVERY SUPPORT"	
906000376613	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000376719	2013	TD	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000376787	2013	ET	"WORLD BANK"	IDA	"Electricity Network Reinforcement and Expansion Project (ENREP)"	"ELECTRICITY NETWORK REINFORCEMENT AND EXPANSION PROJECT (ENREP)"	
906000376799	2013	BI	"WORLD BANK"	IDA	"Health Sector Development Support"	"HEALTH SECTOR DEVELOPMENT SUPPORT"	
906000376826	2013	CF	"WORLD BANK"	IDA	"CAR-Agro-Pastoral Recovery Project"	"CAR-AGRO-PASTORAL RECOVERY PROJECT"	
906000376913	2013	CD	"WORLD BANK"	IDA	"DRC - Agriculture Rehabilitation and Recovery Support"	"DRC - AGRICULTURE REHABILITATION AND RECOVERY SUPPORT"	
906000376921	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000377013	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Power Response Project"	"CAR - EMERGENCY POWER RESPONSE PROJECT"	
906000377029	2013	TD	"WORLD BANK"	IDA	"Chad: Institutional Reform Support Credit"	"CHAD: INSTITUTIONAL REFORM SUPPORT CREDIT"	
906000377053	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000377095	2013	TD	"WORLD BANK"	IDA	"Structural Adjustment Credit (04) Project"	"STRUCTURAL ADJUSTMENT CREDIT (04) PROJECT"	
906000377098	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000377118	2013	TD	"WORLD BANK"	IDA	"Petroleum and Power Engineering Project"	"PETROLEUM AND POWER ENGINEERING PROJECT"	
906000377142	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000377149	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000377156	2013	CF	"WORLD BANK"	IDA	"CF-Health System Support Project"	"CF-HEALTH SYSTEM SUPPORT PROJECT"	
906000377212	2013	CD	"WORLD BANK"	IDA	"Forest and Nature Conservation Project"	"FOREST AND NATURE CONSERVATION PROJECT"	
906000377270	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000377278	2013	ET	"WORLD BANK"	IDA	"Sustainable Land Management Project"	"SUSTAINABLE LAND MANAGEMENT PROJECT"	
906000377336	2013	CI	"WORLD BANK"	IDA	"RCI- Emergency Urban Infrastructure (FY08)"	"RCI- EMERGENCY URBAN INFRASTRUCTURE (FY08)"	
906000377399	2013	CI	"WORLD BANK"	IDA	"RCI- Emergency Urban Infrastructure (FY08)"	"RCI- EMERGENCY URBAN INFRASTRUCTURE (FY08)"	
906000377437	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000377533	2013	ET	"WORLD BANK"	IDA	"Pastoral Community Development Project II"	"PASTORAL COMMUNITY DEVELOPMENT PROJECT II"	
906000377575	2013	TD	"WORLD BANK"	IDA	"Second Population and AIDS Project"	"SECOND POPULATION AND AIDS PROJECT"	
906000377586	2013	BI	"WORLD BANK"	IDA	"Multisectoral HIV/AIDS Control and Orphans Project"	"MULTISECTORAL HIV/AIDS CONTROL AND ORPHANS PROJECT"	
906000377632	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Urban Infrastructure Rehabilitation & Maintenance"	"CAR - EMERGENCY URBAN INFRASTRUCTURE REHABILITATION & MAINTENANCE"	
906000377671	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000377750	2013	BI	"WORLD BANK"	IDA	"Second Social Action Project"	"SECOND SOCIAL ACTION PROJECT"	"The Second Social Action Project will benefit the most vulnerable poor groups, from improved social and economic services, and promote partial financing of priority investments, among a diversity of community groups working in unison. The project supports the objectives of the Country Assistance Strategy, in that it will provide employment among poor rural communities, infrastructure will be restored, and, social services delivery will be expanded. The main components will : 1) promote community investments, increasing community capacity to select, finance, and operate local investments. This will improve social stability, and mobilize communities towards common interests and choices. In addition, investments in infrastructure rehabilitation and construction, will help restore community services. Appropriate investments in health and nutrition, will target, specifically, young children and mothers, and will include early child development activities; and, 2) strengthen the statistical capacity for monitoring poverty reduction, and help build a social basis for peace at the local level."
906000377769	2013	BI	"WORLD BANK"	IDA	"Regional Communications Infrastructure Project"	"REGIONAL COMMUNICATIONS INFRASTRUCTURE PROJECT"	
906000377766	2013	BI	"WORLD BANK"	IDA	"Burundi Sixth Economic Reform Support Grant - First Operation in the series of 3"	"BURUNDI SIXTH ECONOMIC REFORM SUPPORT GRANT - FIRST OPERATION IN THE SERIES OF 3"	
906000377811	2013	ML	"WORLD BANK"	IDA	"PRSC 1"	"PRSC 1"	
906000377894	2013	BI	"WORLD BANK"	IDA	"BI - Agro-Pastoral Productivity and Markets Development Project"	"BI - AGRO-PASTORAL PRODUCTIVITY AND MARKETS DEVELOPMENT PROJECT"	
906000377911	2013	AO	"WORLD BANK"	IDA	"AO-Local Development Project"	"AO-LOCAL DEVELOPMENT PROJECT"	
906000377977	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000377998	2013	TD	"WORLD BANK"	IDA	"Second Population and AIDS Project"	"SECOND POPULATION AND AIDS PROJECT"	
906000378141	2013	CF	"WORLD BANK"	IDA	"CAR - Emergency Urban Infrastructure Rehabilitation & Maintenance"	"CAR - EMERGENCY URBAN INFRASTRUCTURE REHABILITATION & MAINTENANCE"	
906000378144	2013	BI	"WORLD BANK"	IDA	"Multisectoral Water and Electricity Infrastructure Project"	"MULTISECTORAL WATER AND ELECTRICITY INFRASTRUCTURE PROJECT"	
906000378263	2013	BI	"WORLD BANK"	IDA	"Multisectoral Water and Electricity Infrastructure Project"	"MULTISECTORAL WATER AND ELECTRICITY INFRASTRUCTURE PROJECT"	
906000378282	2013	TD	"WORLD BANK"	IDA	"Second Population and AIDS Project"	"SECOND POPULATION AND AIDS PROJECT"	
906000378408	2013	BI	"WORLD BANK"	IDA	"Emergency Demobilization and Transitional Reintegration Project"	"EMERGENCY DEMOBILIZATION AND TRANSITIONAL REINTEGRATION PROJECT"	
906000378417	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000378427	2013	CF	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000378540	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000378546	2013	CF	"WORLD BANK"	IDA	"CEMAC - Transport-Transit Facilitation"	"CEMAC - TRANSPORT-TRANSIT FACILITATION"	
906000378700	2013	CI	"WORLD BANK"	IDA	"Governance and Institutional Dev."	"GOVERNANCE AND INSTITUTIONAL DEV."	
906000378712	2013	BI	"WORLD BANK"	IDA	"Public Works and Urban Management Project"	"PUBLIC WORKS AND URBAN MANAGEMENT PROJECT"	
906000378757	2013	CF	"WORLD BANK"	IDA	"CF-Support to Vulnerable Groups Community Development Project"	"CF-SUPPORT TO VULNERABLE GROUPS COMMUNITY DEVELOPMENT PROJECT"	
906000378856	2013	CF	"WORLD BANK"	IDA	"CF-Health System Support Project"	"CF-HEALTH SYSTEM SUPPORT PROJECT"	
906000378853	2013	BI	"WORLD BANK"	IDA	"East Africa Public Health Laboratory Networking Project"	"EAST AFRICA PUBLIC HEALTH LABORATORY NETWORKING PROJECT"	
906000379038	2013	BI	"WORLD BANK"	IDA	"Community and Social Development Project"	"COMMUNITY AND SOCIAL DEVELOPMENT PROJECT"	
906000379220	2013	LR	"WORLD BANK"	IDA	"Economic Governance & Institutional Reform"	"ECONOMIC GOVERNANCE & INSTITUTIONAL REFORM"	
906000379616	2013	AO	"WORLD BANK"	IDA	"AO-Market Oriented Smallholder Agriculture Project"	"AO-MARKET ORIENTED SMALLHOLDER AGRICULTURE PROJECT"	
906000379826	2013	AO	"WORLD BANK"	IDA	"AO-Water Sector Institutional Development"	"AO-WATER SECTOR INSTITUTIONAL DEVELOPMENT"	
906000379864	2013	AO	"WORLD BANK"	IDA	"Lobito Benguela Urban Environmental Rehabilitation Project"	"LOBITO BENGUELA URBAN ENVIRONMENTAL REHABILITATION PROJECT"	"The project consists of the following components : (a) environmental sanitation which comprises the rehabilitation and expansion of the water supply distribution and sanitary sewer systems; the rehabilitation of the solid waste management system; and the rehabilitation of the storm drainage and erosion control network; (b) low income sanitation which provides clean urban water to all unplanned settlements via a network of 500 standpipes and laundry facilities; a massive improved latrine and sanitary environmental education program; and a modest urban revegetation program; (c) institutional development which consists of technical assistance and training, and logistical and administrative support for the Provincial Water Company; for the Provincial Community Services Department; and for the Provincial Planning Office to manage and monitor the project as a whole; and lastly, (d) studies which assist the Government to reorganize the Provincial Water Company; set economic water and sewer tariffs; define policy issues and action plans for environmental management."
